name,age,past preferences,location,Diet,Instructions,weather,marital status,preference 1,preference 2,time,state,prefered food item
Vihan_612,65,Sweet,Chennai,Jain,Modified recipe with health-conscious ingredients,Cold,Single,Sweet,Home Style,02:35,Tamil Nadu,Khichdi
Vikram_613,72,Street Food,Delhi NCR,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Spicy,Street Food,21:53,Delhi,Dal Makhani
Diya_614,44,Mild,Chennai,Vegan,Prepare according to authentic family recipe,Hot,Married,Traditional,North Indian,13:03,Tamil Nadu,Sambar Rice
Krishna_615,53,Healthy,Siliguri,Jain,Prepare according to authentic family recipe,Hot,Married,Spicy,North Indian,22:48,West Bengal,Khichdi
Krishna_616,50,Street Food,Surat,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Traditional,06:24,Gujarat,Upma
Riya_617,46,South Indian,Chandigarh,Jain,Rich and indulgent preparation,Hot,Married,Regional Specialties,Street Food,09:57,Punjab,Paratha
Zara_618,46,Healthy,Mumbai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Sweet,Mild,01:38,Maharashtra,Paneer Dishes
Aditya_619,26,Healthy,Kolkata,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Rainy,Married,Regional Specialties,North Indian,00:14,West Bengal,Fish Curry
Vikram_620,75,North Indian,Chennai,No Restrictions,Prepare according to authentic family recipe,Cold,Single,Traditional,Healthy,10:22,Tamil Nadu,Masala Dosa
Neha_621,32,Home Style,Surat,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,North Indian,Regional Specialties,08:14,Gujarat,Vada Pav
Arjun_622,56,Mild,Surat,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Home Style,Traditional,19:53,Gujarat,Khichdi
Vihan_623,67,Healthy,New Delhi,Non-Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Traditional,South Indian,02:18,Delhi,Butter Chicken
Aarav_624,57,Spicy,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,North Indian,Traditional,15:27,West Bengal,Biryani
Diya_625,60,Mild,Kolkata,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Street Food,Restaurant Style,03:00,West Bengal,Fish Curry
Vikram_626,61,Restaurant Style,Coimbatore,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Restaurant Style,Street Food,00:46,Tamil Nadu,Roti Sabzi
Vikram_627,28,Fusion,Thiruvananthapuram,Vegan,Simplified preparation for busy schedules,Cold,Single,Healthy,Restaurant Style,22:27,Kerala,Khichdi
Aditya_628,57,Home Style,Chandigarh,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Traditional,07:22,Punjab,Paratha
Vikram_629,29,Mild,Mysore,Eggetarian,Contemporary twist on classic recipe,Rainy,Married,North Indian,Restaurant Style,20:03,Karnataka,Khichdi
Priya_630,68,Sweet,Kochi,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Restaurant Style,Sweet,12:34,Kerala,Sambar Rice
Krishna_631,32,Fusion,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,Street Food,22:00,West Bengal,Khichdi
Maya_632,32,Spicy,Nagpur,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Traditional,Restaurant Style,22:05,Maharashtra,Paneer Dishes
Arjun_633,25,Mild,Mumbai,No Restrictions,Contemporary twist on classic recipe,Rainy,Single,Traditional,North Indian,16:26,Maharashtra,Pakora
Vihan_634,18,North Indian,New Delhi,No Restrictions,Simplified preparation for busy schedules,Rainy,Single,Spicy,Regional Specialties,07:05,Delhi,Paratha
Krishna_635,34,North Indian,Surat,No Restrictions,Prepare according to authentic family recipe,Cold,Married,Traditional,Healthy,16:45,Gujarat,Dhokla
Riya_636,60,Fusion,Chennai,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Healthy,Traditional,21:58,Tamil Nadu,Paneer Dishes
Vikram_637,71,South Indian,Nagpur,Vegan,Modified recipe with health-conscious ingredients,Hot,Single,Traditional,South Indian,09:30,Maharashtra,Misal Pav
Arjun_638,71,Spicy,Chandigarh,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Single,Home Style,Spicy,23:03,Punjab,Butter Chicken
Arjun_639,38,Sweet,Surat,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,Fusion,Mild,18:38,Gujarat,Dhokla
Neha_640,18,North Indian,Kochi,Non-Vegetarian,Simplified preparation for busy schedules,Hot,Single,Mild,Home Style,22:14,Kerala,Fish Curry
Krishna_641,42,Street Food,Chandigarh,Jain,Prepare according to authentic family recipe,Cold,Married,Regional Specialties,Mild,07:50,Punjab,Paratha
Maya_642,29,North Indian,Siliguri,No Restrictions,Contemporary twist on classic recipe,Hot,Married,Fusion,Home Style,02:10,West Bengal,Khichdi
Diya_643,57,Regional Specialties,Surat,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,South Indian,Traditional,11:45,Gujarat,Thali
Riya_644,67,Healthy,Mysore,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Mild,Street Food,06:41,Karnataka,Upma
Zara_645,54,Restaurant Style,Thiruvananthapuram,Vegan,Prepare according to authentic family recipe,Hot,Married,Spicy,North Indian,21:20,Kerala,Dal Makhani
Arjun_646,44,South Indian,Ahmedabad,Non-Vegetarian,Rich and indulgent preparation,Rainy,Married,Traditional,Restaurant Style,21:24,Gujarat,Khichdi
Riya_647,53,Traditional,Coimbatore,Vegan,Modified recipe with health-conscious ingredients,Rainy,Single,Spicy,South Indian,03:17,Tamil Nadu,Khichdi
Anjali_648,65,Restaurant Style,Coimbatore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Street Food,Restaurant Style,20:51,Tamil Nadu,Pulao
Zara_649,32,Home Style,Surat,Vegetarian,Prepare according to authentic family recipe,Hot,Married,South Indian,Regional Specialties,20:50,Gujarat,Khichdi
Maya_650,31,Street Food,Ahmedabad,Vegetarian,Rich and indulgent preparation,Hot,Married,Street Food,Mild,18:17,Gujarat,Dhokla
Maya_651,50,Sweet,Surat,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,Mild,Regional Specialties,14:59,Gujarat,Thali
Vikram_652,53,Fusion,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Regional Specialties,19:42,West Bengal,Fish Curry
Aisha_653,58,Sweet,Bangalore,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,Traditional,South Indian,00:18,Karnataka,Roti Sabzi
Neha_654,60,Traditional,Coimbatore,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Rainy,Single,Restaurant Style,Mild,17:46,Tamil Nadu,Chaat
Aditya_655,71,Fusion,Ahmedabad,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Regional Specialties,18:52,Gujarat,Dhokla
Vikram_656,39,Healthy,Amritsar,Eggetarian,Rich and indulgent preparation,Cold,Married,Street Food,Mild,20:26,Punjab,Butter Chicken
Arjun_657,67,Spicy,Chennai,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Traditional,Street Food,23:40,Tamil Nadu,Pulao
Arjun_658,56,Mild,Chandigarh,Vegetarian,Prepare according to authentic family recipe,Rainy,Single,Healthy,Street Food,12:12,Punjab,Rajma Chawal
Priya_659,31,Street Food,Chennai,Vegan,Prepare according to authentic family recipe,Hot,Single,Healthy,Traditional,06:29,Tamil Nadu,Masala Dosa
Aisha_660,24,Regional Specialties,Kolkata,Vegan,Contemporary twist on classic recipe,Hot,Single,Traditional,Sweet,16:01,West Bengal,Pakora
Vihan_661,46,Traditional,Surat,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Sweet,South Indian,20:44,Gujarat,Khichdi
Aarav_662,58,Regional Specialties,Bangalore,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Spicy,Traditional,19:43,Karnataka,Pulao
Diya_663,21,Restaurant Style,Amritsar,Vegetarian,Simplified preparation for busy schedules,Cold,Single,Restaurant Style,Traditional,04:43,Punjab,Dal Makhani
Krishna_664,67,Mild,Kolkata,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,Spicy,Traditional,08:17,West Bengal,Vada Pav
Krishna_665,22,Restaurant Style,Mysore,Jain,Simplified preparation for busy schedules,Hot,Single,Mild,Restaurant Style,09:47,Karnataka,Upma
Priya_666,30,Mild,Siliguri,No Restrictions,Rich and indulgent preparation,Hot,Married,North Indian,Street Food,08:29,West Bengal,Masala Dosa
Dev_667,53,Regional Specialties,Bangalore,Jain,Prepare according to authentic family recipe,Hot,Married,Home Style,Mild,20:08,Karnataka,Khichdi
Aisha_668,45,Regional Specialties,Chandigarh,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Married,North Indian,Traditional,15:27,Punjab,Rajma Chawal
Diya_669,35,Sweet,New Delhi,Jain,Prepare according to authentic family recipe,Cold,Married,Home Style,Mild,22:32,Delhi,Dal Makhani
Zara_670,38,North Indian,Chandigarh,Jain,Rich and indulgent preparation,Rainy,Single,Healthy,South Indian,23:42,Punjab,Khichdi
Zara_671,29,South Indian,Bangalore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Cold,Married,Healthy,Restaurant Style,20:18,Karnataka,Roti Sabzi
Neha_672,52,Traditional,New Delhi,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Spicy,Street Food,08:34,Delhi,Chole Bhature
Aditya_673,42,South Indian,Mumbai,Eggetarian,Rich and indulgent preparation,Hot,Married,Regional Specialties,North Indian,16:04,Maharashtra,Samosa
Aisha_674,26,Regional Specialties,Mysore,Jain,Simplified preparation for busy schedules,Hot,Married,Regional Specialties,Traditional,18:02,Karnataka,Samosa
Neha_675,58,Sweet,Amritsar,Jain,Prepare according to authentic family recipe,Cold,Married,Sweet,Spicy,03:31,Punjab,Dal Makhani
Neha_676,33,Regional Specialties,Coimbatore,No Restrictions,Rich and indulgent preparation,Cold,Married,Traditional,North Indian,13:01,Tamil Nadu,Sambar Rice
Diya_677,22,Fusion,Delhi NCR,Eggetarian,Contemporary twist on classic recipe,Cold,Single,Restaurant Style,Healthy,06:54,Delhi,Chole Bhature
Vihan_678,24,Healthy,New Delhi,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Mild,South Indian,12:18,Delhi,Rajma Chawal
Aditya_679,30,North Indian,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Cold,Married,North Indian,Sweet,08:05,Tamil Nadu,Masala Dosa
Priya_680,24,North Indian,Ahmedabad,Non-Vegetarian,Simplified preparation for busy schedules,Cold,Single,Regional Specialties,Home Style,20:24,Gujarat,Khichdi
Neha_681,24,Regional Specialties,Amritsar,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Rainy,Single,South Indian,Restaurant Style,08:27,Punjab,Paratha
Maya_682,33,Traditional,Nagpur,Jain,Rich and indulgent preparation,Cold,Single,Home Style,Mild,18:55,Maharashtra,Bhel Puri
Vihan_683,67,Spicy,Kolkata,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,Healthy,Sweet,20:41,West Bengal,Khichdi
Maya_684,64,Healthy,Bangalore,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Street Food,00:08,Karnataka,Roti Sabzi
Dev_685,71,Fusion,Kochi,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Healthy,Street Food,02:23,Kerala,Fish Curry
Krishna_686,29,Healthy,Coimbatore,Eggetarian,Simplified preparation for busy schedules,Rainy,Married,Spicy,Fusion,03:37,Tamil Nadu,Butter Chicken
Anjali_687,60,Sweet,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Spicy,17:35,Gujarat,Dhokla
Arjun_688,54,Street Food,New Delhi,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Cold,Single,Fusion,Sweet,00:06,Delhi,Butter Chicken
Aditya_689,32,Traditional,Nagpur,Vegan,Rich and indulgent preparation,Rainy,Single,Fusion,Mild,22:39,Maharashtra,Roti Sabzi
Neha_690,38,Sweet,Ahmedabad,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Fusion,Spicy,05:55,Gujarat,Khichdi
Anjali_691,74,Healthy,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Fusion,Street Food,16:48,Tamil Nadu,Pani Puri
Aisha_692,44,North Indian,Bangalore,Vegetarian,Prepare according to authentic family recipe,Cold,Single,North Indian,Healthy,07:34,Karnataka,Upma
Zara_693,42,Healthy,Bangalore,Vegan,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Street Food,01:41,Karnataka,Pulao
Rahul_694,40,North Indian,Chandigarh,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Fusion,11:21,Punjab,Rajma Chawal
Dev_695,20,Regional Specialties,Kochi,Vegan,Simplified preparation for busy schedules,Cold,Single,Home Style,Mild,01:13,Kerala,Dal Makhani
Maya_696,67,Healthy,Kolkata,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Home Style,South Indian,08:57,West Bengal,Chole Bhature
Neha_697,24,Restaurant Style,New Delhi,Eggetarian,Contemporary twist on classic recipe,Hot,Single,Home Style,Restaurant Style,23:16,Delhi,Butter Chicken
Rahul_698,24,Traditional,Kochi,Jain,Contemporary twist on classic recipe,Cold,Single,Street Food,Fusion,05:51,Kerala,Paneer Dishes
Vihan_699,28,Fusion,Ahmedabad,No Restrictions,Contemporary twist on classic recipe,Hot,Married,Healthy,Restaurant Style,23:14,Gujarat,Khichdi
Rahul_700,66,Home Style,Pune,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,South Indian,Street Food,17:30,Maharashtra,Kachori
Rahul_701,35,North Indian,Ahmedabad,No Restrictions,Rich and indulgent preparation,Hot,Married,Traditional,Spicy,13:52,Gujarat,Thali
Arjun_702,29,Spicy,Kolkata,Jain,Contemporary twist on classic recipe,Cold,Married,North Indian,South Indian,11:03,West Bengal,Biryani
Krishna_703,47,Spicy,Siliguri,Vegan,Prepare according to authentic family recipe,Hot,Married,North Indian,Mild,01:38,West Bengal,Khichdi
Aisha_704,51,Mild,Coimbatore,Vegan,Prepare according to authentic family recipe,Hot,Single,Regional Specialties,Mild,20:38,Tamil Nadu,Khichdi
Aditya_705,34,Traditional,Thiruvananthapuram,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Fusion,Restaurant Style,09:04,Kerala,Masala Dosa
Riya_706,61,Mild,New Delhi,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Mild,Traditional,05:16,Delhi,Butter Chicken
Riya_707,50,Regional Specialties,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Restaurant Style,Healthy,10:50,Kerala,Masala Dosa
Zara_708,28,Sweet,Ahmedabad,Vegan,Simplified preparation for busy schedules,Hot,Married,Healthy,Restaurant Style,22:52,Gujarat,Khichdi
Vihan_709,23,Mild,Pune,Vegetarian,Contemporary twist on classic recipe,Hot,Single,Healthy,Traditional,16:40,Maharashtra,Pani Puri
Vikram_710,47,Sweet,Chennai,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,Regional Specialties,Home Style,04:01,Tamil Nadu,Fish Curry
Arjun_711,47,Mild,Ahmedabad,Non-Vegetarian,Rich and indulgent preparation,Cold,Married,Street Food,Sweet,01:02,Gujarat,Khichdi
Rahul_712,42,Restaurant Style,Kolkata,Jain,Prepare according to authentic family recipe,Hot,Married,North Indian,Fusion,18:31,West Bengal,Pani Puri
Zara_713,75,Traditional,Pune,Vegetarian,Prepare according to authentic family recipe,Cold,Single,Sweet,Fusion,16:48,Maharashtra,Dhokla
Aditya_714,35,Healthy,Ahmedabad,Jain,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Traditional,10:30,Gujarat,Masala Dosa
Dev_715,18,Fusion,Coimbatore,No Restrictions,Simplified preparation for busy schedules,Rainy,Single,Spicy,Home Style,10:45,Tamil Nadu,Idli Sambar
Anjali_716,48,Home Style,Siliguri,Vegan,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Spicy,00:39,West Bengal,Khichdi
Krishna_717,74,Mild,Amritsar,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Regional Specialties,Restaurant Style,15:14,Punjab,Rajma Chawal
Aditya_718,26,Sweet,Delhi NCR,Jain,Contemporary twist on classic recipe,Hot,Single,Home Style,Mild,12:32,Delhi,Biryani
Diya_719,50,Spicy,Chennai,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,Sweet,Mild,13:59,Tamil Nadu,Sambar Rice
Rahul_720,46,Healthy,Mysore,Vegan,Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Regional Specialties,09:41,Karnataka,Upma
Dev_721,40,North Indian,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Mild,05:03,Gujarat,Khichdi
Dev_722,41,Healthy,Chandigarh,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,North Indian,Sweet,09:56,Punjab,Paratha
Neha_723,75,Mild,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Mild,North Indian,16:52,Kerala,Samosa
Krishna_724,62,Traditional,Chandigarh,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Single,Healthy,Street Food,02:01,Punjab,Pulao
Krishna_725,61,Spicy,Siliguri,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Sweet,Regional Specialties,04:20,West Bengal,Fish Curry
Riya_726,32,South Indian,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Single,Sweet,South Indian,15:21,Kerala,Sambar Rice
Krishna_727,53,South Indian,Pune,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,Street Food,North Indian,18:57,Maharashtra,Bhel Puri
Arjun_728,26,Mild,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Rainy,Married,Restaurant Style,Sweet,01:21,Kerala,Fish Curry
Aditya_729,73,Spicy,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Fusion,Spicy,09:00,Kerala,Poha
Anjali_730,73,Street Food,Thiruvananthapuram,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Fusion,02:49,Kerala,Fish Curry
Diya_731,63,Restaurant Style,Ahmedabad,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Street Food,05:19,Gujarat,Khichdi
Krishna_732,67,Mild,New Delhi,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Traditional,01:01,Delhi,Butter Chicken
Priya_733,20,Restaurant Style,Chandigarh,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Home Style,Mild,20:22,Punjab,Butter Chicken
Vikram_734,28,Sweet,Mysore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Hot,Married,Healthy,Spicy,15:29,Karnataka,Biryani
Arjun_735,28,Restaurant Style,New Delhi,No Restrictions,Simplified preparation for busy schedules,Hot,Married,Home Style,Restaurant Style,17:01,Delhi,Chaat
